"","symbol","date","open","high","low","close","volume","adjusted"
"1290","NVDA",2021-02-17,151.710007,152.235001,147.800003,149.059998,27475600,148.929916
"1291","NVDA",2021-02-18,147.289993,148.732498,145.75,148.289993,23386800,148.160599
"1292","NVDA",2021-02-19,150.244995,151.770004,148.467499,149.264999,27172400,149.13475
"1293","NVDA",2021-02-22,147.747498,151.332504,143.25,143.557495,32588400,143.43222
"1294","NVDA",2021-02-23,140.752502,142.387497,133.895004,141.419998,39178000,141.2966
"1295","NVDA",2021-02-24,141.227493,145.067505,137.559998,144.990005,44832000,144.86348
"1296","NVDA",2021-02-25,140.455002,143.747498,132.162506,133.074997,82443600,132.958862
"1297","NVDA",2021-02-26,137.524994,138.544998,133.610001,137.145004,50093200,137.02533
"1298","NVDA",2021-03-01,138.75,139.25,135.532501,138.417496,35318400,138.296722
"1299","NVDA",2021-03-02,139,139.205002,133.960007,134.0625,26411600,133.945511
"1300","NVDA",2021-03-03,134.262497,134.514999,127.987503,128.047501,37759200,127.93576
"1301","NVDA",2021-03-04,128.007507,129.75,120.837502,123.702499,57334400,123.594543
"1302","NVDA",2021-03-05,125.5,125.5,116.792503,124.614998,54284000,124.506256
"1303","NVDA",2021-03-08,124.5,124.712502,115.665001,115.932503,54311200,115.831337
"1304","NVDA",2021-03-09,121.302498,126.167503,120.592499,125.202499,52182400,125.136421
"1305","NVDA",2021-03-10,128.404999,129.800003,124.574997,124.682503,38437600,124.616707
"1306","NVDA",2021-03-11,129.5,130.462494,127.345001,129.934998,29991600,129.86644
"1307","NVDA",2021-03-12,126.482498,128.887497,125.900002,128.559998,24396400,128.492157
"1308","NVDA",2021-03-15,128.647507,132.067505,127.672501,131.912506,22198800,131.842896
"1309","NVDA",2021-03-16,133.565002,135.125,131.167496,132.912506,27212800,132.842361
"1310","NVDA",2021-03-17,130.397507,134.532501,129.895004,133.412506,24386400,133.342087
"1311","NVDA",2021-03-18,131.365005,131.839996,127.169998,127.224998,29389600,127.157852
"1312","NVDA",2021-03-19,127.5,129.214996,126.125,128.457504,29920800,128.389725
"1313","NVDA",2021-03-22,129.127502,133.945007,129.067505,131.862503,29780400,131.792908
"1314","NVDA",2021-03-23,132.542496,133.445007,130.212494,130.707504,22204800,130.638519
"1315","NVDA",2021-03-24,131.512497,131.592499,126.3675,126.43,24584000,126.363274
"1316","NVDA",2021-03-25,124.995003,127.147499,122.720001,125.352501,29514400,125.286346
"1317","NVDA",2021-03-26,125.544998,128.5625,123.735001,128.392502,36396800,128.324738
"1318","NVDA",2021-03-29,128.202499,130.625,127,129.482498,27352000,129.414154
"1319","NVDA",2021-03-30,128.419998,129.752502,127.050003,128.717499,20020400,128.649567
"1320","NVDA",2021-03-31,130.154999,134.705002,129.824997,133.482498,31477600,133.412048
"1321","NVDA",2021-04-01,135.722504,138.699997,135.112503,138.117493,30827600,138.044601
"1322","NVDA",2021-04-05,138.675003,140.139999,137.330002,139.875,25567200,139.801178
"1323","NVDA",2021-04-06,139.997498,140.542496,137.735001,138.615005,19174400,138.54184
"1324","NVDA",2021-04-07,138.807495,142.434998,137.115005,141.434998,25128400,141.360352
"1325","NVDA",2021-04-08,142.527496,144.714996,142.490005,143.169998,24441600,143.094437
"1326","NVDA",2021-04-09,142.139999,144.080002,141.75,144,19517200,143.923996
"1327","NVDA",2021-04-12,142.897507,153.524994,141.392502,152.089996,86932400,152.009735
"1328","NVDA",2021-04-13,152.315002,157,151.257507,156.794998,67621200,156.712234
"1329","NVDA",2021-04-14,156.25,157.205002,152.274994,152.770004,38550000,152.689377
"1330","NVDA",2021-04-15,156.625,162.142502,156.315002,161.372498,59848000,161.287323
"1331","NVDA",2021-04-16,160.529999,161.657501,158.652496,159.125,33520800,159.041
"1332","NVDA",2021-04-19,155.365005,158.074997,152.330002,153.617493,40442000,153.536423
"1333","NVDA",2021-04-20,153.232498,154.970001,149.630005,151.712494,33413200,151.632431
"1334","NVDA",2021-04-21,151.1875,153.625,151.022507,153.604996,21677600,153.523926
"1335","NVDA",2021-04-22,153.75,154.384995,147.835007,148.502502,27778800,148.424133
"1336","NVDA",2021-04-23,149.342499,153.350006,149.002502,152.652496,22750000,152.57193
"1337","NVDA",2021-04-26,151.850006,154.789993,151.25,154.779999,19779600,154.698318
"1338","NVDA",2021-04-27,155.785004,156.705002,153.544998,153.817505,16457200,153.736328
"1339","NVDA",2021-04-28,153.645004,155.322495,152.154999,152.767502,20941600,152.686874
"1340","NVDA",2021-04-29,154,154.365005,150.714996,153.247498,17319600,153.166626
"1341","NVDA",2021-04-30,151.744995,153.649994,149.970001,150.095001,20191200,150.015793
"1342","NVDA",2021-05-03,151.25,152.467499,147.875,148.367493,20391200,148.2892
"1343","NVDA",2021-05-04,146.372498,146.375,140.102493,143.512497,40532400,143.436768
"1344","NVDA",2021-05-05,147.089996,148.134995,143.875,144.585007,29202400,144.508698
"1345","NVDA",2021-05-06,144.952499,145.712494,142.179993,145.229996,19338000,145.153351
"1346","NVDA",2021-05-07,148.082504,149.707504,146.717499,148.122498,22932800,148.044327
"1347","NVDA",2021-05-10,147.872498,148.059998,142.5,142.657501,26890400,142.58223
"1348","NVDA",2021-05-11,138.25,143.547501,137.5,143.0625,28558400,142.986984
"1349","NVDA",2021-05-12,140.095001,142.602493,137.092499,137.585007,30340800,137.51239
"1350","NVDA",2021-05-13,140.337494,140.807495,134.589996,136.652496,28540400,136.580383
"1351","NVDA",2021-05-14,138.899994,143.279999,137.485001,142.429993,25861600,142.354813
"1352","NVDA",2021-05-17,141.570007,141.692505,138.535004,141.654999,21698000,141.580246
"1353","NVDA",2021-05-18,142.669998,144.042496,140.039993,140.157501,18625600,140.083542
"1354","NVDA",2021-05-19,135.664993,140.794998,135.432495,140.657501,34400000,140.583282
"1355","NVDA",2021-05-20,143.024994,146.837494,142.705002,146.125,32159200,146.047882
"1356","NVDA",2021-05-21,151.637497,152.220001,148.695007,149.917496,67299200,149.838379
"1357","NVDA",2021-05-24,152.125,157.449997,151.759995,156.119995,55481600,156.037598
"1358","NVDA",2021-05-25,157.660004,158.184998,154.824997,156.477493,43540800,156.394913
"1359","NVDA",2021-05-26,157.342499,157.9375,155.862503,157,37044000,156.917145
"1360","NVDA",2021-05-27,156.997498,157.5,154.600006,154.880005,58147600,154.798264
"1361","NVDA",2021-05-28,155.009995,162.774994,155.009995,162.445007,64453600,162.359283
"1362","NVDA",2021-06-01,162.699997,163.882507,159.032501,162.645004,47280400,162.559174
"1363","NVDA",2021-06-02,162.522507,169.1875,162.354996,167.782501,59416800,167.693939
"1364","NVDA",2021-06-03,167.007507,172.589996,165.830002,169.697495,58000800,169.607941
"1365","NVDA",2021-06-04,171.125,176.610001,170.955002,175.782501,61712000,175.689728
"1366","NVDA",2021-06-07,175.712494,178.125,171.927505,176.190002,57575600,176.097015
"1367","NVDA",2021-06-08,175.272507,176.214996,172.509995,174.570007,32384800,174.47789
"1368","NVDA",2021-06-09,175.157501,175.75,172.557495,173.582504,38165600,173.530655
"1369","NVDA",2021-06-10,173.5,174.919998,171.759995,174.25,28777200,174.197952
"1370","NVDA",2021-06-11,174.794998,179.392502,174.4375,178.252502,41630800,178.199249
"1371","NVDA",2021-06-14,179.059998,180.395004,176.627502,180.1875,32137600,180.133682
"1372","NVDA",2021-06-15,179.149994,180.162506,177.279999,177.884995,24303200,177.831863
"1373","NVDA",2021-06-16,177.907501,179.547501,175.845001,178.102493,30712400,178.049286
"1374","NVDA",2021-06-17,177.744995,188.350006,177.5625,186.572495,80965600,186.516754
"1375","NVDA",2021-06-18,187.839996,193.75,185.839996,186.387497,96885600,186.331818
"1376","NVDA",2021-06-21,184.352493,185.365005,178.227493,184.272507,67238400,184.217468
"1377","NVDA",2021-06-22,184.714996,189.637497,183.860001,188.867493,58014400,188.811081
"1378","NVDA",2021-06-23,190.077499,191.527496,189.077499,190.572495,33235600,190.515564
"1379","NVDA",2021-06-24,192.277496,194.199997,190.882507,192.054993,32092400,191.99762
"1380","NVDA",2021-06-25,192.804993,193.455002,188.945007,190.309998,27836400,190.253143
"1381","NVDA",2021-06-28,193.612503,200.787506,193.190002,199.850006,49543600,199.790314
"1382","NVDA",2021-06-29,198.824997,200.987503,196.570007,200.267502,36763200,200.207672
"1383","NVDA",2021-06-30,199.992493,201.625,198.637497,200.024994,32656800,199.96524
"1384","NVDA",2021-07-01,201.25,204.559998,200.190002,202.119995,48013600,202.059631
"1385","NVDA",2021-07-02,204.402496,205.052505,202.877502,204.869995,34276400,204.808807
"1386","NVDA",2021-07-06,207.375,208.419998,203.502502,206.985001,44670800,206.923172
"1387","NVDA",2021-07-07,208.535004,208.75,203.320007,203.717499,41842800,203.656647
"1388","NVDA",2021-07-08,198.565002,201.330002,197.007507,199.027496,50330000,198.968033
"1389","NVDA",2021-07-09,199.625,200.802505,197.542496,200.502502,29662400,200.442612
"1390","NVDA",2021-07-12,202.399994,205.327499,201.877502,205.125,32198400,205.063721
"1391","NVDA",2021-07-13,204.005005,204.612503,201.139999,202.5,29070800,202.439514
"1392","NVDA",2021-07-14,203.577499,204.177505,197.527496,198.414993,38010000,198.355713
"1393","NVDA",2021-07-15,198.117493,198.470001,188.585007,189.662506,55056400,189.605865
"1394","NVDA",2021-07-16,190.304993,191.570007,180.729996,181.610001,68822400,181.555756
"1395","NVDA",2021-07-19,179.152496,190.419998,178.654999,187.797501,74906000,187.741394
"1396","NVDA",2021-07-20,187.300003,188.380005,181.639999,186.119995,43468700,186.064392
"1397","NVDA",2021-07-21,188.820007,195.270004,187.419998,194.100006,37101700,194.042023
"1398","NVDA",2021-07-22,196.419998,198.869995,192.759995,195.940002,32382600,195.88147
"1399","NVDA",2021-07-23,196.559998,197,192.5,195.580002,19567200,195.521576
"1400","NVDA",2021-07-26,193.110001,194.419998,189.139999,192.940002,20394300,192.88237
"1401","NVDA",2021-07-27,192.649994,196.220001,187.410004,192.080002,24886300,192.022629
"1402","NVDA",2021-07-28,193.190002,196.460007,189.949997,195.029999,20219100,194.971725
"1403","NVDA",2021-07-29,195.190002,198.529999,193.279999,196.619995,19078100,196.561264
"1404","NVDA",2021-07-30,194.179993,196.300003,192.630005,194.990005,18322900,194.931763
"1405","NVDA",2021-08-02,197,199.610001,193.610001,197.5,21744400,197.44101
"1406","NVDA",2021-08-03,197.399994,202.220001,192.199997,198.149994,30181100,198.09079
"1407","NVDA",2021-08-04,199.899994,203.179993,198.279999,202.740005,23130900,202.679443
"1408","NVDA",2021-08-05,205,207.330002,203.419998,206.369995,21143500,206.308334
"1409","NVDA",2021-08-06,205.240005,205.699997,202.100006,203.660004,17825500,203.599167
"1410","NVDA",2021-08-09,204.460007,205.080002,201.429993,202.949997,14644300,202.889374
"1411","NVDA",2021-08-10,203.220001,204.300003,198.350006,199.360001,17923800,199.300446
"1412","NVDA",2021-08-11,200.429993,200.490005,194.300003,196.990005,18592500,196.931168
"1413","NVDA",2021-08-12,198.699997,200.289993,196.199997,199.050003,15165200,198.99054
"1414","NVDA",2021-08-13,199.050003,202.139999,198.509995,201.880005,18282500,201.819702
"1415","NVDA",2021-08-16,201.350006,202.869995,194.529999,199.5,21087600,199.440414
"1416","NVDA",2021-08-17,196.850006,197.699997,192.669998,194.580002,20458500,194.521881
"1417","NVDA",2021-08-18,195,196.339996,190,190.399994,28591300,190.343124
"1418","NVDA",2021-08-19,194.940002,204.949997,187.619995,197.979996,76655500,197.920853
"1419","NVDA",2021-08-20,199.910004,208.649994,199.330002,208.160004,67503900,208.097824
"1420","NVDA",2021-08-23,209.710007,219.970001,209.5,219.580002,57580700,219.51442
"1421","NVDA",2021-08-24,217.529999,219.589996,215.350006,217.929993,29729900,217.864899
"1422","NVDA",2021-08-25,217.369995,224.699997,217.220001,222.130005,34770100,222.063644
"1423","NVDA",2021-08-26,222,223.399994,217.899994,220.679993,23794000,220.614075
"1424","NVDA",2021-08-27,221.839996,227.220001,221.669998,226.360001,30426700,226.292374
"1425","NVDA",2021-08-30,228.300003,230.429993,225.509995,226.880005,26258000,226.812225
"1426","NVDA",2021-08-31,226.949997,226.949997,221.199997,223.850006,25985000,223.822601
"1427","NVDA",2021-09-01,224.850006,226.970001,223.570007,224.410004,20176700,224.382523
"1428","NVDA",2021-09-02,225.179993,225.929993,222.949997,223.960007,18783400,223.932587
"1429","NVDA",2021-09-03,223.25,229.860001,222,228.429993,28053200,228.402023
"1430","NVDA",2021-09-07,228.330002,228.990005,225.220001,226.619995,19810700,226.592255
"1431","NVDA",2021-09-08,225.130005,226.100006,219.770004,223.389999,25443400,223.362656
"1432","NVDA",2021-09-09,223.119995,225.380005,221.309998,221.770004,19685600,221.742859
"1433","NVDA",2021-09-10,223.479996,226.259995,222.699997,224.779999,24814900,224.752472
"1434","NVDA",2021-09-13,226.839996,229.639999,218.580002,221.520004,29750000,221.492889
"1435","NVDA",2021-09-14,222.75,224.100006,220.860001,222.419998,19975500,222.392761
"1436","NVDA",2021-09-15,223.089996,223.669998,219.660004,223.410004,16653800,223.382645
"1437","NVDA",2021-09-16,221.830002,222.770004,219.270004,222.419998,15603300,222.392761
"1438","NVDA",2021-09-17,223,223.210007,218.300003,219,29450300,218.97319
"1439","NVDA",2021-09-20,211.460007,214.330002,206.619995,211.130005,34944000,211.104156
"1440","NVDA",2021-09-21,214.169998,214.25,209.5,212.460007,20468800,212.43399
"1441","NVDA",2021-09-22,213.660004,219.600006,211.960007,219.410004,26872600,219.383148
"1442","NVDA",2021-09-23,221.399994,225.350006,218.899994,224.820007,24855500,224.79248
"1443","NVDA",2021-09-24,220.699997,221.490005,218.610001,220.809998,21765500,220.782959
"1444","NVDA",2021-09-27,217.100006,217.990005,213.25,216.600006,24521500,216.573486
"1445","NVDA",2021-09-28,212.139999,214.190002,206.509995,206.990005,34306900,206.964661
"1446","NVDA",2021-09-29,209.399994,210.169998,204.669998,205.169998,21839400,205.144882
"1447","NVDA",2021-09-30,207.679993,210.660004,206.880005,207.160004,22080400,207.134644
"1448","NVDA",2021-10-01,207.5,208.589996,202.029999,207.419998,24097800,207.394608
"1449","NVDA",2021-10-04,205.039993,205.419998,195.550003,197.320007,34563500,197.295853
"1450","NVDA",2021-10-05,199.5,206.479996,198.539993,204.509995,27928200,204.484955
"1451","NVDA",2021-10-06,201.199997,207.199997,200.800003,207,29720200,206.974655
"1452","NVDA",2021-10-07,210.919998,213.220001,209.720001,210.75,25691900,210.724197
"1453","NVDA",2021-10-08,211.009995,212.059998,207.75,208.309998,15102500,208.2845
"1454","NVDA",2021-10-11,205.75,210.630005,205.110001,206.949997,16338800,206.924667
"1455","NVDA",2021-10-12,208.279999,210.570007,205.279999,206.710007,16213400,206.684692
"1456","NVDA",2021-10-13,209.179993,209.899994,207.130005,209.389999,18065200,209.364365
"1457","NVDA",2021-10-14,212.880005,217.550003,211.220001,217.460007,24358900,217.43338
"1458","NVDA",2021-10-15,218.100006,219.309998,216.619995,218.619995,22679500,218.593231
"1459","NVDA",2021-10-18,217.490005,222.910004,216.440002,222.220001,18949400,222.192795
"1460","NVDA",2021-10-19,222.759995,223.789993,220.369995,222.899994,16147300,222.872711
"1461","NVDA",2021-10-20,223.050003,224.330002,219.820007,221.029999,14627600,221.002945
"1462","NVDA",2021-10-21,220.970001,227.110001,220.830002,226.919998,18759000,226.892212
"1463","NVDA",2021-10-22,228.229996,231.300003,225.610001,227.259995,24938400,227.232178
"1464","NVDA",2021-10-25,229.729996,233.550003,227.699997,231.660004,23023500,231.631638
"1465","NVDA",2021-10-26,239.889999,252.589996,239.240005,247.169998,48589800,247.13974
"1466","NVDA",2021-10-27,244.740005,250.899994,242.820007,244.509995,24599000,244.480057
"1467","NVDA",2021-10-28,248.779999,249.5,245.229996,249.410004,23420400,249.379471
"1468","NVDA",2021-10-29,250.009995,257.089996,250,255.669998,29213700,255.638702
"1469","NVDA",2021-11-01,256.48999,258.940002,252.270004,258.269989,26574000,258.238373
"1470","NVDA",2021-11-02,258.220001,266.779999,258,264.01001,29411200,263.977692
"1471","NVDA",2021-11-03,266.700012,267.839996,262.350006,265.980011,23991000,265.947449
"1472","NVDA",2021-11-04,272.290009,313.649994,271.179993,298.01001,115363100,297.973511
"1473","NVDA",2021-11-05,301.869995,314,294.100006,297.519989,85072800,297.483551
"1474","NVDA",2021-11-08,301.48999,311,299.070007,308.040009,50310100,308.002289
"1475","NVDA",2021-11-09,322.820007,323.100006,299.640015,306.570007,64674600,306.532471
"1476","NVDA",2021-11-10,293.559998,308.5,287.779999,294.589996,63620600,294.553925
"1477","NVDA",2021-11-11,304.679993,305.899994,297.769989,303.899994,33217200,303.862793
"1478","NVDA",2021-11-12,300.100006,306.799988,296.299988,303.899994,41215100,303.862793
"1479","NVDA",2021-11-15,305.519989,306.440002,292.470001,300.25,38490900,300.213226
"1480","NVDA",2021-11-16,297.589996,303.899994,297.059998,302.029999,26448400,301.993011
"1481","NVDA",2021-11-17,304.179993,305.089996,288,292.609985,42850800,292.574158
"1482","NVDA",2021-11-18,323.670013,327.600006,313.209991,316.75,78171100,316.711212
"1483","NVDA",2021-11-19,322.429993,330.880005,319.049988,329.850006,53386700,329.809631
"1484","NVDA",2021-11-22,335.170013,346.470001,319,319.559998,75433500,319.520874
"1485","NVDA",2021-11-23,315.350006,323.600006,308.799988,317.459991,53216300,317.421112
"1486","NVDA",2021-11-24,314.609985,328.549988,309.279999,326.73999,43516200,326.699982
"1487","NVDA",2021-11-26,326,327.100006,313.5,315.029999,28306900,314.991425
"1488","NVDA",2021-11-29,323.660004,334.119995,320.359985,333.76001,45496400,333.719147
"1489","NVDA",2021-11-30,331.690002,333.529999,318.640015,326.76001,62206600,326.720001
"1490","NVDA",2021-12-01,332.190002,332.890015,313.799988,314.350006,48436800,314.350006
"1491","NVDA",2021-12-02,312.140015,324.779999,310.25,321.26001,47289000,321.26001
"1492","NVDA",2021-12-03,320,321.290009,301.299988,306.929993,54382300,306.929993
"1493","NVDA",2021-12-06,298.799988,302.410004,280.380005,300.369995,65893800,300.369995
"1494","NVDA",2021-12-07,309.570007,324.48999,306.51001,324.269989,59305300,324.269989
"1495","NVDA",2021-12-08,319.98999,322.899994,314.209991,318.26001,47555100,318.26001
"1496","NVDA",2021-12-09,317.339996,322.049988,304.279999,304.899994,48850700,304.899994
"1497","NVDA",2021-12-10,311.5,313.049988,298.609985,301.980011,48850500,301.980011
"1498","NVDA",2021-12-13,302.48999,302.940002,281.160004,281.609985,59834400,281.609985
"1499","NVDA",2021-12-14,276.98999,286.779999,272.5,283.369995,66703500,283.369995
"1500","NVDA",2021-12-15,284,305,278.380005,304.589996,69829700,304.589996
"1501","NVDA",2021-12-16,311.519989,311.600006,280.929993,283.869995,70736600,283.869995
"1502","NVDA",2021-12-17,279.850006,289.220001,277.600006,278.01001,71375800,278.01001
"1503","NVDA",2021-12-20,273.049988,281.440002,271.450012,277.190002,46184700,277.190002
"1504","NVDA",2021-12-21,283.73999,291.200012,274.01001,290.75,52438500,290.75
"1505","NVDA",2021-12-22,288.910004,295.549988,284.48999,294,39518400,294
"1506","NVDA",2021-12-23,297.549988,300.589996,294.309998,296.399994,34302200,296.399994
"1507","NVDA",2021-12-27,296.600006,310.869995,296.399994,309.450012,40368600,309.450012
"1508","NVDA",2021-12-28,313.119995,313.299988,300.119995,303.220001,42059100,303.220001
"1509","NVDA",2021-12-29,302.730011,305.480011,293.660004,300.01001,34313900,300.01001
"1510","NVDA",2021-12-30,298.269989,304.570007,295.399994,295.859985,30886400,295.859985
"1511","NVDA",2021-12-31,296.73999,300.299988,293.309998,294.109985,26653000,294.109985
"1512","NVDA",2022-01-03,298.149994,307.109985,297.850006,301.209991,39154700,301.209991
"1513","NVDA",2022-01-04,302.769989,304.679993,283.48999,292.899994,52715400,292.899994
"1514","NVDA",2022-01-05,289.48999,294.160004,275.329987,276.040009,49806400,276.040009
"1515","NVDA",2022-01-06,276.399994,284.380005,270.649994,281.779999,45418600,281.779999
"1516","NVDA",2022-01-07,281.410004,284.220001,270.570007,272.470001,40920100,272.470001
"1517","NVDA",2022-01-10,265.809998,274.690002,256.440002,274,59468100,274
"1518","NVDA",2022-01-11,273.230011,280.649994,268.390015,278.170013,40408900,278.170013
"1519","NVDA",2022-01-12,280.670013,285.950012,276.079987,279.98999,38341300,279.98999
"1520","NVDA",2022-01-13,283.790009,284.799988,264.980011,265.75,54017100,265.75
"1521","NVDA",2022-01-14,263,271.970001,262.100006,269.420013,39522800,269.420013
"1522","NVDA",2022-01-18,262.600006,266.380005,257.700012,259.029999,42427000,259.029999
"1523","NVDA",2022-01-19,260.790009,265.429993,250.520004,250.669998,48831500,250.669998
"1524","NVDA",2022-01-20,253.039993,255.789993,240.779999,241.5,43518100,241.5
"1525","NVDA",2022-01-21,235.070007,248.229996,232.630005,233.740005,71895800,233.740005
"1526","NVDA",2022-01-24,223.300003,233.800003,208.880005,233.720001,91398200,233.720001
"1527","NVDA",2022-01-25,225.460007,229.429993,220,223.240005,66461600,223.240005
"1528","NVDA",2022-01-26,232.399994,240.570007,223,227.720001,75595900,227.720001
"1529","NVDA",2022-01-27,235.679993,239.949997,216.75,219.440002,57335300,219.440002
"1530","NVDA",2022-01-28,220.119995,228.580002,212.960007,228.399994,54377400,228.399994
"1531","NVDA",2022-01-31,231.820007,245.089996,230.520004,244.860001,56468000,244.860001
"1532","NVDA",2022-02-01,251.039993,251.449997,238.899994,246.380005,51892500,246.380005
"1533","NVDA",2022-02-02,257.940002,258.170013,245.529999,252.419998,54341900,252.419998
"1534","NVDA",2022-02-03,244.580002,250.770004,237.800003,239.479996,41017800,239.479996
"1535","NVDA",2022-02-04,239.720001,246.350006,236.320007,243.190002,35432800,243.190002
"1536","NVDA",2022-02-07,243.720001,251.820007,242.020004,247.279999,37686800,247.279999
"1537","NVDA",2022-02-08,243.589996,252.300003,239.800003,251.080002,41035900,251.080002
"1538","NVDA",2022-02-09,256.220001,267.25,253.529999,267.049988,52428200,267.049988
"1539","NVDA",2022-02-10,259.950012,269.25,256,258.23999,51320000,258.23999
"1540","NVDA",2022-02-11,259.160004,261.519989,237.729996,239.490005,60424800,239.490005
"1541","NVDA",2022-02-14,239.339996,248.75,237.550003,242.669998,44042400,242.669998
"1542","NVDA",2022-02-15,249.490005,265.450012,247.839996,264.950012,70175300,264.950012
"1543","NVDA",2022-02-16,262.589996,265.820007,255.520004,265.109985,73267600,265.109985
"1544","NVDA",2022-02-17,256.299988,257.850006,241.649994,245.070007,81059500,245.070007
"1545","NVDA",2022-02-18,246.679993,249.860001,231,236.419998,75966400,236.419998
